date,ndvi,ndwi,ndmi,cloud_pct,valid_fraction,zscore,status
2016-07-19,0.03748207591043846,-0.04130976671113284,0.05216274492314203,0.0,1.0,-0.2121138321688411,NORMAL
2016-08-28,0.1483978831179896,-0.02817395285965417,0.053147673702939324,65.58612030590115,0.3441387969409885,1.1973974520419124,NORMAL
2016-09-17,0.009850803286765396,0.09613978672649069,0.10539352602700687,26.83483620591257,0.7316516379408743,-0.578193060645272,NORMAL
2016-10-27,-0.053281268568777206,0.0667139522786819,0.1273463523457833,89.63588631434767,0.10364113685652322,0.09126058122869904,NORMAL
2016-12-06,0.1210083934426302,-0.04803779641878355,0.06782836623328943,46.19335692272571,0.5380664307727429,0.6773244887150048,NORMAL
2016-12-16,0.27805439620562206,-0.23216166894720947,0.1113472673628965,93.43682228056159,0.0656317771943842,1.7096786796527752,ATENÇÃO
2017-01-15,0.055422460290485476,0.047230473972974606,0.053950890591779786,26.81200776167104,0.7318799223832896,-0.33720003833289397,NORMAL
2017-05-15,-0.13955129604806435,0.20770645901275037,0.17883800691707677,0.0,1.0,-2.2636521239378364,ALERTA
2017-06-24,0.12364489117975373,-0.055101283108913185,0.023823097696138093,51.84339687250314,0.4815660312749686,1.2949334919547695,NORMAL
2017-07-14,0.10043746836321062,-0.09853647587621674,0.02046459696583723,0.0,1.0,0.4318725879374379,NORMAL
2017-07-29,0.12601458972379234,-0.05714233381356899,0.024292034006846073,0.4565688848304994,0.995434311151695,0.693507345182122,NORMAL
2017-09-07,-0.10274435503639068,0.14158006091212383,0.1167763506750132,0.0,1.0,-2.092007565907618,ALERTA
2017-09-12,-0.06674051296508639,0.10045018002548006,0.09121367728943423,0.0,1.0,-1.6079446702697142,ATENÇÃO
2017-11-11,-0.06351339426196749,0.15606860828981303,0.0011493354889674943,0.0,1.0,-1.5728107793078838,ATENÇÃO
2017-11-16,0.0302538848345855,0.06519676316629931,-0.00865077062082579,13.03504166191074,0.8696495833808926,-0.5445807631542914,NORMAL
2017-11-26,-0.19771881641581762,0.2954604577349978,-0.12150460154215041,29.288893961876493,0.7071110603812351,-3.044475998974324,ALERTA
2017-12-16,0.1476386762653779,-0.012048867598739469,0.1134327318063834,44.29859605067915,0.5570140394932085,0.8523807371660493,NORMAL
2018-01-05,0.3613338506246814,-0.27976202387441895,0.1914661927519169,77.83358064147929,0.22166419358520717,13.305930554844494,ALERTA
2018-01-30,0.37299123405998974,-0.3373239719214574,0.17784954525581528,58.64627325647758,0.4135372674352243,13.825830138867527,ALERTA
2018-02-04,0.12048455996406891,-0.033135364246632756,0.11302701562982168,50.42803332952859,0.49571966670471407,0.30899479970721855,NORMAL
2018-02-09,0.4423756038815292,-0.394784510827569,0.15719546676939883,21.97237758246775,0.7802762241753225,5.988968684113345,ALERTA
2018-02-24,0.188741583076443,-0.11345240425319097,0.049669313579534545,86.97637256021002,0.13023627439789978,1.513433742733556,ATENÇÃO
2018-03-01,0.095633209205178,0.007816478066711315,0.10845853777696923,84.1570596963817,0.15842940303618308,-0.5551707563329278,NORMAL
2018-03-11,0.19690985492955665,-0.12425612852390265,0.08749763479817536,70.17463759844766,0.29825362401552336,1.106800850094413,NORMAL
2018-03-16,0.2761877621628094,-0.22751147560502902,0.07374125420047362,38.580070768177144,0.6141992923182286,2.4077684117297102,ALERTA
2018-04-05,-0.09606291893374182,0.22160632142174574,0.1457887950115164,56.12373016778906,0.43876269832210935,-2.954353707401827,ALERTA
2018-04-10,0.07592189560514823,0.04197092430008789,0.06035163369436869,0.0,1.0,-0.7240859182119942,NORMAL
2018-04-20,0.046169748738664536,0.04919526397895912,0.09603886788519164,0.0,1.0,-1.10990634656475,NORMAL
2018-04-25,0.0638331783827904,0.07258617446882672,0.09771224221984896,0.0,1.0,-0.880850204093481,NORMAL
2018-05-15,0.0009515564575785334,0.06575787197074848,0.10720854209682702,2.1230453144618244,0.9787695468553818,-0.8278387698587372,NORMAL
2018-05-20,-0.10061715873936916,0.12955339969528207,0.18377537519476117,0.0,1.0,-1.8657801001287206,ATENÇÃO
2018-05-25,0.1447745326046062,-0.06733204255118981,0.06385610185493293,90.03538408857436,0.09964615911425637,0.6419032751791633,NORMAL
2018-05-30,0.09571182743169233,-0.046543508511910754,0.06336979368570878,0.0,1.0,0.14052635636047792,NORMAL
2018-06-09,-0.009149499962392489,0.05845050742981937,0.22209692580244259,0.0,1.0,-0.15543608658373637,NORMAL
2018-06-14,-0.0684174501056428,0.09998588332744784,0.17990632397261508,19.997717155575845,0.8000228284442416,-0.8027558350367647,NORMAL
2018-06-24,-0.03166634856891244,0.08349181430918928,0.10320342193949801,0.0,1.0,-0.4013632823227195,NORMAL
2018-06-29,0.05420353943923976,-0.052930287904945326,-0.01902386612054241,0.0,1.0,0.536500675698057,NORMAL
2018-07-14,0.07238931348041075,0.023915328924274643,0.13591952459908738,0.0,1.0,0.14496101214016285,NORMAL
2018-07-19,0.10693850519819166,-0.00999036806800806,0.12287879449086056,0.0,1.0,0.49837331607568564,NORMAL
2018-08-28,0.07872810971781351,-0.0017027506138464765,0.061313744381132546,67.99452117338203,0.32005478826617967,0.42916554259296336,NORMAL
2018-09-07,-0.06704067710601744,0.09528506278474044,0.2740257369988756,0.0,1.0,-1.6119803041039586,ATENÇÃO
2018-09-22,0.019171468880189214,0.08710283174938459,0.091080337188174,0.0,1.0,-0.4528789797899599,NORMAL
2018-10-22,-0.053345082111754906,0.03140358557078645,0.19713085466646882,77.42266864513184,0.22577331354868166,0.09079685836332684,NORMAL
2018-10-27,-0.06537823574427962,0.10319056950893599,0.03619146164888925,59.12567058554959,0.40874329414450405,0.0033538451476485725,NORMAL
2018-11-16,0.08889080563426359,0.020772906427675566,0.009902831385148846,24.72320511357151,0.7527679488642849,0.09841797373948671,NORMAL
2018-11-21,0.08630041003057552,0.0247136833904865,0.1908012523398387,44.82365026823422,0.5517634973176578,0.07001230238923112,NORMAL
2018-11-26,0.012751180058541254,0.0762897477191138,-0.041730916574842444,98.91564889852756,0.010843511014724347,-0.7365113234521119,NORMAL
2018-12-06,0.07061283421336366,0.06785370357727673,0.02915062947215069,4.565688848304983,0.9543431115169502,0.34604533573011914,NORMAL
2018-12-11,0.05501559334257772,0.05430159295653509,0.028244771344792086,0.0,1.0,0.2435156520913568,NORMAL
2018-12-16,-0.06744624522619784,0.1519363868023067,-0.1635369443882266,18.548110946239017,0.8145188905376098,-0.5614968286606346,NORMAL
2018-12-21,-0.5101518798504421,0.541619475780234,-0.6363983807250039,0.0,1.0,-3.471656967825944,ALERTA
2018-12-31,0.12097217143817107,0.00506314347146374,0.1107067008397719,73.42769090286497,0.26572309097135033,0.6770863805336461,NORMAL
2019-01-10,-0.29651305402780526,0.3491371669517646,-0.45403791755364725,59.821938134916095,0.40178061865083897,-16.032928716418546,ALERTA
2019-01-15,0.4287296287446517,-0.38437847299560607,0.19855866433000646,94.62390138112087,0.053760986188791236,16.31166826639246,ALERTA
2019-01-25,0.12612103494672114,-0.057265173401568344,0.10089920862950118,84.99029791119736,0.15009702088802648,2.815836812412652,ALERTA
2019-01-30,-0.10319938937707034,0.2088749011129248,-0.030045842551037077,0.0,1.0,-7.41146624196011,ALERTA
2019-02-09,-0.0029658788981358803,0.13296261011332064,0.058802508895852666,0.0,1.0,-1.869367357320051,ATENÇÃO
2019-02-19,-0.07858131651676054,0.14484115853416774,0.12017051886839236,58.55495947951147,0.4144504052048853,-3.203650242934787,ALERTA
2019-02-24,-0.03949594994775427,0.11407172465405546,0.15149312821844999,24.711790891450747,0.7528820910854925,-2.513963886108648,ALERTA
2019-03-06,0.2145104326449902,-0.15843386649172778,0.014403742463983479,85.89202145873759,0.14107978541262414,1.3956301276691845,NORMAL
2019-03-31,0.21544498759219435,-0.20563578067629384,-0.04350718758264354,66.14541718981852,0.3385458281018149,1.4109663759798414,NORMAL
2019-04-10,0.03655038334386518,0.019637945919384947,0.05651559638840811,97.07795913708482,0.029220408629151925,-1.2346485271461471,NORMAL
2019-04-15,-0.097513904224202,0.17404895989689226,0.16329717592368595,0.0,1.0,-2.9731698206998405,ALERTA
2019-04-20,0.18237782453179813,-0.0698435235596997,0.09010089566069833,96.96381691587719,0.03036183084122817,0.6564152027151775,NORMAL
2019-04-30,0.04819044768030521,0.05467597452487484,0.19305880172899675,68.54240383517863,0.31457596164821366,-1.0837022902748144,NORMAL
2019-05-05,-0.032871835690357454,0.17284328172639735,0.10558592095301145,0.0,1.0,-1.173483554005096,NORMAL
2019-05-25,0.05151957204096507,-0.008099988397827784,0.1250327902786532,83.11836548339231,0.16881634516607694,-0.31107892641719315,NORMAL
2019-06-04,-0.3226153948510254,0.30124706583788297,0.4332281863057983,0.0,1.0,-3.579085187615145,ALERTA
2019-06-09,0.027072548506399022,-0.0016028636144614847,0.009148775503111935,0.0,1.0,0.24017819139617777,NORMAL
2019-06-19,0.28810620273508275,-0.23775963155365074,0.05006287319287647,49.503481337746834,0.5049651866225316,3.0911666089925567,ALERTA
2019-06-29,0.03789206623730523,0.06649316349887982,0.1357317218638336,22.200662024883002,0.77799337975117,0.35834808725094264,NORMAL
2019-07-04,0.11668030300573212,-0.11288132695366415,0.006856202162878461,33.637712589887,0.66362287410113,0.5980245969438575,NORMAL
2019-07-14,-0.1580968154001401,0.24505475737386864,-0.06337759051285839,0.0,1.0,-2.2127391186832526,ALERTA
2019-07-24,0.05454204726968345,0.040737380905852535,0.05573763821662779,35.224289464672985,0.6477571053532701,-0.03760312776814028,NORMAL
2019-07-29,0.17873932955893393,-0.12398247260989494,0.003121557422037742,31.663052162995086,0.6833694783700491,1.2328418665726346,NORMAL
2019-08-03,-0.08552138242539598,0.19441626156475342,0.08824238977394108,0.0,1.0,-1.3819742791260357,NORMAL
2019-08-08,0.08928314216023003,0.04662963520106632,0.06316954337482733,42.403835178632576,0.5759616482136742,0.5455533580227284,NORMAL
2019-08-13,-0.04881470544157832,0.17432851769914698,0.11530219506029707,0.0,1.0,-0.977218541127141,NORMAL
2019-08-18,0.1665802654374234,-0.07456869562213796,0.1441435890443665,44.33283871704143,0.5566716128295857,1.3978902282614794,NORMAL
2019-08-28,0.018313968634277925,0.11176189206097457,0.08661411252610703,82.30795571281817,0.1769204428718183,-0.23700672548284227,NORMAL
